source,slug,status,severity,score,summary,issues
static,alarm-habit,,Pass,90,cards=14; paragraphs=16; faq=true,
database,reunion-energy-type-O7te,published,Pass,90,results=16/16; avgSummary=240; thinRows=0,
database,review-routine-style-7DoW,published,Pass,90,results=16/16; avgSummary=279; thinRows=0,
database,reward-point-timing-3Q0A,published,Pass,90,results=16/16; avgSummary=215; thinRows=0,
database,room-temperature-control-Iyh6,published,Pass,90,results=16/16; avgSummary=186; thinRows=0,
database,salad-dressing-mbti-test-vb9p,published,Pass,90,results=16/16; avgSummary=228; thinRows=0,
database,salad-ingredient-picking-UBLW,published,Pass,90,results=16/16; avgSummary=176; thinRows=0,
database,sauce-pour-order-OUnF,published,Pass,90,results=16/16; avgSummary=244; thinRows=0,
database,scent-rest-type-pS0q,published,Pass,90,results=16/16; avgSummary=196; thinRows=0,
database,scholarship-preparation-test-XfMX,published,Pass,90,results=16/16; avgSummary=267; thinRows=0,
database,screenshot-saving-style-fdmo,published,Pass,90,results=16/16; avgSummary=198; thinRows=0,
database,search-query-style-w81Y,published,Pass,90,results=16/16; avgSummary=171; thinRows=0,
database,secondhand-chat-style-3a9U,published,Pass,90,results=16/16; avgSummary=278; thinRows=0,
database,secret-keeping-style-zDhY,published,Pass,90,results=16/16; avgSummary=217; thinRows=0,
database,series-rewatch-trigger-JYm_,published,Pass,90,results=16/16; avgSummary=233; thinRows=0,
database,shared-fridge-etiquette-JVC8,published,Pass,90,results=16/16; avgSummary=265; thinRows=0,
database,shared-space-style-MS5K,published,Pass,90,results=16/16; avgSummary=166; thinRows=0,
database,shoe-rack-order-NEo-,published,Pass,90,results=16/16; avgSummary=164; thinRows=0,
database,shortform-scroll-stop--HNY,published,Pass,90,results=16/16; avgSummary=242; thinRows=0,
database,sink-dish-timing-ckDP,published,Pass,90,results=16/16; avgSummary=273; thinRows=0,
database,slang-adoption-type-cc0Q,published,Pass,90,results=16/16; avgSummary=235; thinRows=0,
database,snack-sharing-boundary-qlxc,published,Pass,90,results=16/16; avgSummary=286; thinRows=0,
database,sns-profile-vibe-3Pd7,published,Pass,90,results=16/16; avgSummary=259; thinRows=0,
database,solo-time-recharge-fhhz,published,Pass,90,results=16/16; avgSummary=194; thinRows=0,
database,spicy-challenge-reaction-Se6o,published,Pass,90,results=16/16; avgSummary=295; thinRows=0,
database,split-bill-discussion-S3YP,published,Pass,90,results=16/16; avgSummary=196; thinRows=0,
database,spoiler-boundary-FnQO,published,Pass,90,results=16/16; avgSummary=284; thinRows=0,
database,sports-cheering-volume-nzsJ,published,Pass,90,results=16/16; avgSummary=287; thinRows=0,
database,spring-change-drive-zy00,published,Pass,90,results=16/16; avgSummary=160; thinRows=0,
database,status-message-update-vuD-,published,Pass,90,results=16/16; avgSummary=213; thinRows=0,
database,sticker-collecting-style-G9Zk,published,Pass,90,results=16/16; avgSummary=194; thinRows=0,
database,story-highlight-curation-Ik3b,published,Pass,90,results=16/16; avgSummary=278; thinRows=0,
database,streaming-watchlist-style-Yr1B,published,Pass,90,results=16/16; avgSummary=270; thinRows=0,
database,study-break-timing-K8Ot,published,Pass,90,results=16/16; avgSummary=238; thinRows=0,
database,subscription-cancel-timing-dqRa,published,Pass,90,results=16/16; avgSummary=228; thinRows=0,
database,subway-vs-bus-personality-test-93VO,published,Pass,90,results=16/16; avgSummary=233; thinRows=0,
database,sushi-mbti-test-Yw65,published,Pass,90,results=16/16; avgSummary=236; thinRows=0,
database,tanghulu-mbti-test-ej0S,published,Pass,90,results=16/16; avgSummary=285; thinRows=0,
database,tangsooyuk-test-8enk,published,Pass,90,results=16/16; avgSummary=209; thinRows=0,
database,task-switching-speed-Wn6a,published,Pass,90,results=16/16; avgSummary=249; thinRows=0,
database,team-chat-mention-style-_cDp,published,Pass,90,results=16/16; avgSummary=250; thinRows=0,
database,test-quiz-2-godsaeng-master-Tjjb,published,Pass,90,results=16/16; avgSummary=206; thinRows=0,
database,theater-entry-timing-yqJI,published,Pass,90,results=16/16; avgSummary=259; thinRows=0,
database,timetable-planning-style-vQJS,published,Pass,90,results=16/16; avgSummary=266; thinRows=0,
database,trailer-trust-type-vTSg,published,Pass,90,results=16/16; avgSummary=217; thinRows=0,
database,trash-bag-replacement-mPUj,published,Pass,90,results=16/16; avgSummary=282; thinRows=0,
database,travel-souvenir-choice-bIsE,published,Pass,90,results=16/16; avgSummary=235; thinRows=0,
database,umbrella-prep-style-PBoR,published,Pass,90,results=16/16; avgSummary=193; thinRows=0,
database,umbrella-sharing-style-bTtR,published,Pass,90,results=16/16; avgSummary=289; thinRows=0,
database,utility-bill-style-NmoJ,published,Pass,90,results=16/16; avgSummary=169; thinRows=0,
database,vacation-afterglow-WWzL,published,Pass,90,results=16/16; avgSummary=237; thinRows=0,
database,vacation-handover-mbti-test-HJA0,published,Pass,90,results=16/16; avgSummary=281; thinRows=0,
database,waiting-line-behavior-0oBM,published,Pass,90,results=16/16; avgSummary=175; thinRows=0,
database,wallet-place-routine-mJpI,published,Pass,90,results=16/16; avgSummary=258; thinRows=0,
database,warranty-registration-style-GAQ1,published,Pass,90,results=16/16; avgSummary=233; thinRows=0,
database,warranty-repair-response-vkIk,published,Pass,90,results=16/16; avgSummary=155; thinRows=0,
database,water-temperature-choice-hFrW,published,Pass,90,results=16/16; avgSummary=241; thinRows=0,
database,webtoon-comment-reading-qeOi,published,Pass,90,results=16/16; avgSummary=248; thinRows=0,
database,weekend-invitation-choice-euCX,published,Pass,90,results=16/16; avgSummary=178; thinRows=0,
database,winter-layering-style-fNqz,published,Pass,90,results=16/16; avgSummary=270; thinRows=0,
database,work-handover-style-test-8pFU,published,Pass,90,results=16/16; avgSummary=266; thinRows=0,
database,work-note-habit-test-r7CT,published,Pass,90,results=16/16; avgSummary=269; thinRows=0,
database,work-priority-test-bdXE,published,Pass,90,results=16/16; avgSummary=268; thinRows=0,
database,work-refusal-style-test-E4sK,published,Pass,90,results=16/16; avgSummary=162; thinRows=0,
database,work-request-style-PmKx,published,Pass,90,results=16/16; avgSummary=183; thinRows=0,
database,year-end-reflection-oF8m,published,Pass,90,results=16/16; avgSummary=270; thinRows=0,
data/quiz-wave3-200.json,home-closet-season-shift,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-desk-reset-routine,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-entryway-organization,source-json,Pass,90,results=16; avgSummary=339; thinRows=0,
data/quiz-wave3-200.json,home-pantry-inventory,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,home-bedding-change-rhythm,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-plant-watering-routine,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-trash-sorting-flow,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-toolbox-arrangement,source-json,Pass,90,results=16; avgSummary=339; thinRows=0,
data/quiz-wave3-200.json,home-storage-box-labeling,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,home-delivery-box-disposal,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-livingroom-reset,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,home-seasonal-decor-storage,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-household-stock-check,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,home-drawer-zone-making,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-cleaning-tool-choice,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-window-cleaning-timing,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-home-scent-choice,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-guest-ready-routine,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,home-home-noise-control,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,home-blanket-storage-style,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,home-kitchen-counter-reset,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-screenshot-cleanup,source-json,Pass,90,results=16; avgSummary=288; thinRows=0,
data/quiz-wave3-200.json,digital-password-reset-response,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,digital-cloud-folder-rules,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,digital-digital-receipt-saving,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-bookmark-sorting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,digital-message-pin-habit,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-voice-memo-review,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-device-battery-care,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-backup-routine,source-json,Pass,90,results=16; avgSummary=336; thinRows=0,
data/quiz-wave3-200.json,digital-online-cart-later,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,digital-search-history-cleanup,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-digital-note-tagging,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-video-watch-later,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,digital-file-share-permission,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-desktop-wallpaper-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,digital-email-label-rules,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-messenger-muted-chat,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,digital-device-upgrade-timing,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,digital-online-profile-update,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,relation-birthday-message-tone,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-late-reply-handling,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-awkward-silence-handling,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-gift-card-writing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-meeting-new-friend,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,relation-conflict-cooldown,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,relation-promise-time-check,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-memory-sharing-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-comfort-message-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-party-exit-timing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,relation-name-remembering-effort,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-photo-tagging-manner,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,relation-borrowed-item-return,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-neighbor-greeting-style,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-reunion-prep-style,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,relation-thanks-message-depth,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-inside-joke-usage,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-relationship-distance-reset,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-team-lunch-talk,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,relation-invitation-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,self-morning-first-task,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-weekly-review-habit,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-habit-tracker-use,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-personal-rule-making,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-motivation-slump-response,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-reward-setting-style,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-focus-break-rhythm,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-self-check-question,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-schedule-buffer-making,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-goal-wording-style,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-routine-restart-style,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-mood-log-habit,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-personal-space-reset,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-decision-fatigue-care,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-promise-to-self,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-daily-priority-one,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,self-self-feedback-tone,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,self-energy-budgeting,source-json,Pass,90,results=16; avgSummary=313; thinRows=0,
data/quiz-wave3-200.json,self-monthly-theme-setting,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,self-rest-day-planning,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,self-attention-reset,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,self-small-win-collecting,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,self-routine-minimum-line,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,hobby-craft-project-start,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,hobby-playlist-curation,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,hobby-bookstore-browsing,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-concert-seat-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-movie-review-note,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-supply-shopping,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-drawing-reference-choice,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,hobby-music-practice-rhythm,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-collection-display,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-workshop-participation,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-sharing-post,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-game-difficulty-choice,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-reading-list-priority,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-creative-block-response,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,hobby-photo-walk-route,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-home-cafe-setup,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,hobby-hobby-budget-line,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-weekend-project-plan,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,hobby-learning-kit-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,hobby-solo-hobby-depth,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,spend-wish-list-pruning,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-review-reading-depth,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-return-decision-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,spend-coupon-use-timing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-limited-edition-response,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-gift-budget-setting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-offline-store-route,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,spend-delivery-fee-threshold,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-bulk-buy-judgment,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-sample-test-before-buy,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,spend-price-alert-setting,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-subscription-keep-cancel,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,spend-payment-method-choice,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-shopping-list-discipline,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,spend-impulse-buy-cooldown,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-product-color-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,spend-unboxing-reaction,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-warranty-keeping-style,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,spend-comparison-table-making,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,spend-personal-luxury-line,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,spend-minimal-buying-rule,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-souvenir-choice-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,travel-hotel-room-settling,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-travel-photo-selection,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-local-transport-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-rainy-trip-response,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-travel-budget-envelope,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-restaurant-waiting-choice,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-itinerary-change-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-travel-companion-role,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-airport-dutyfree-route,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-luggage-weight-check,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-travel-note-keeping,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-local-market-browsing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,travel-museum-audio-guide,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,travel-sunrise-plan-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-post-trip-organizing,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-passport-copy-habit,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-seat-upgrade-decision,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,travel-tour-vs-free-time,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,travel-souvenir-list-check,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,travel-travel-weather-pack,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,travel-trip-memory-share,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,workplus-meeting-note-action,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-office-seat-preference,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-shared-drive-rules,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-quick-question-timing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,workplus-work-chat-threading,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-urgent-task-triage,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-meeting-camera-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-document-version-rule,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,workplus-workday-wrap-up,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-team-calendar-check,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-office-supply-refill,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,workplus-approval-line-check,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,workplus-handoff-risk-note,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,workplus-after-meeting-followup,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-new-tool-adoption,source-json,Pass,90,results=16; avgSummary=207; thinRows=0,
data/quiz-wave3-200.json,workplus-quiet-work-block,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,workplus-cross-team-message,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,choice-elevator-wait-choice,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-queue-line-choice,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,choice-lost-and-found-action,source-json,Pass,90,results=16; avgSummary=313; thinRows=0,
data/quiz-wave3-200.json,choice-repair-or-replace,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,choice-noise-complaint-style,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-appointment-reschedule,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-new-place-adaptation,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-public-manner-check,source-json,Pass,90,results=16; avgSummary=287; thinRows=0,
data/quiz-wave3-200.json,choice-crowded-place-response,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-lost-receipt-handling,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-time-gap-filling,source-json,Pass,90,results=16; avgSummary=123; thinRows=0,
data/quiz-wave3-200.json,choice-seat-choice-public,source-json,Pass,90,results=16; avgSummary=122; thinRows=0,
data/quiz-wave3-200.json,choice-unexpected-call-response,source-json,Pass,90,results=16; avgSummary=165; thinRows=0,
data/quiz-wave3-200.json,choice-schedule-overlap-choice,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-daily-route-change,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-waiting-message-send,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-small-risk-check,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,choice-public-device-use,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-lost-direction-ask,source-json,Pass,90,results=16; avgSummary=276; thinRows=0,
data/quiz-wave3-200.json,choice-plan-b-ready,source-json,Pass,90,results=16; avgSummary=206; thinRows=0,
data/quiz-wave3-200.json,emotion-bad-news-processing,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-good-news-sharing,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-embarrassment-recovery,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,emotion-anger-cooldown-style,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,emotion-worry-note-style,source-json,Pass,90,results=16; avgSummary=337; thinRows=0,
data/quiz-wave3-200.json,emotion-nostalgia-response,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-lonely-evening-plan,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
data/quiz-wave3-200.json,emotion-pride-expression,source-json,Pass,90,results=16; avgSummary=340; thinRows=0,
data/quiz-wave3-200.json,emotion-regret-review-style,source-json,Pass,90,results=16; avgSummary=314; thinRows=0,
data/quiz-wave3-200.json,emotion-overthinking-stop,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-comfort-object-choice,source-json,Pass,90,results=16; avgSummary=289; thinRows=0,
data/quiz-wave3-200.json,emotion-mood-music-choice,source-json,Pass,90,results=16; avgSummary=277; thinRows=0,
